customer_id,Cluster_ID,Segment_Name,tenure,MonthlyCharges,TotalCharges,AverageMonthlySpend,ServiceCount,Churn,Churn_Binary
CUST-00055,0,High-Value Long-Term Power Users,60,74.85,4456.35,74.27250000000001,6,No,0
CUST-00056,2,High-Spend At-Risk Onboarders,18,95.45,1752.55,97.36388888888888,4,Yes,1
CUST-00057,0,High-Value Long-Term Power Users,63,99.65,6311.2,100.17777777777778,5,No,0
CUST-00058,0,High-Value Long-Term Power Users,66,108.45,7076.35,107.21742424242424,7,No,0
CUST-00059,3,Loyal Low-Spend Long-Termers,34,24.95,894.3,26.302941176470586,2,No,0
CUST-00060,0,High-Value Long-Term Power Users,72,107.5,7853.7,109.07916666666667,6,No,0
CUST-00061,0,High-Value Long-Term Power Users,47,100.5,4707.1,100.15106382978725,5,No,0
CUST-00062,0,High-Value Long-Term Power Users,60,89.9,5450.7,90.845,4,No,0
CUST-00063,3,Loyal Low-Spend Long-Termers,72,42.1,2962.0,41.138888888888886,3,No,0
CUST-00064,2,High-Spend At-Risk Onboarders,18,54.4,957.1,53.172222222222224,3,No,0
CUST-00065,2,High-Spend At-Risk Onboarders,9,94.4,857.25,95.25,4,Yes,1
CUST-00066,2,High-Spend At-Risk Onboarders,3,75.3,244.1,81.36666666666666,5,No,0
CUST-00067,2,High-Spend At-Risk Onboarders,47,78.9,3650.35,77.66702127659575,3,No,0
CUST-00068,2,High-Spend At-Risk Onboarders,31,79.2,2497.2,80.55483870967741,6,No,0
CUST-00069,3,Loyal Low-Spend Long-Termers,50,20.15,930.9,18.618,1,No,0
CUST-00070,2,High-Spend At-Risk Onboarders,10,79.85,887.35,88.735,3,No,0
CUST-00071,1,New Low-Spend Basic Customers,1,49.05,49.05,49.05,2,No,0
CUST-00072,3,Loyal Low-Spend Long-Termers,52,20.4,1090.65,20.974038461538463,1,No,0
CUST-00073,0,High-Value Long-Term Power Users,64,111.6,7099.0,110.921875,7,No,0
CUST-00074,3,Loyal Low-Spend Long-Termers,62,24.25,1424.6,22.97741935483871,2,No,0
CUST-00075,2,High-Spend At-Risk Onboarders,3,64.5,177.4,59.13333333333333,4,No,0
CUST-00076,0,High-Value Long-Term Power Users,56,110.5,6139.5,109.63392857142857,7,No,0
CUST-00077,3,Loyal Low-Spend Long-Termers,46,55.65,2688.85,58.45326086956521,2,No,0
CUST-00078,2,High-Spend At-Risk Onboarders,8,54.65,482.25,60.28125,3,No,0
CUST-00079,2,High-Spend At-Risk Onboarders,30,74.75,2111.3,70.37666666666668,5,No,0
CUST-00080,3,Loyal Low-Spend Long-Termers,45,25.9,1216.6,27.035555555555554,2,No,0
CUST-00081,2,High-Spend At-Risk Onboarders,1,79.35,79.35,79.35,2,Yes,1
CUST-00082,1,New Low-Spend Basic Customers,11,50.55,565.35,51.39545454545455,3,No,0
CUST-00083,2,High-Spend At-Risk Onboarders,7,75.15,496.9,70.98571428571428,2,Yes,1
CUST-00084,0,High-Value Long-Term Power Users,42,103.8,4327.5,103.03571428571429,6,No,0
CUST-00085,3,Loyal Low-Spend Long-Termers,49,20.15,973.35,19.864285714285714,1,No,0
CUST-00086,2,High-Spend At-Risk Onboarders,9,99.3,918.75,102.08333333333333,5,No,0
CUST-00087,2,High-Spend At-Risk Onboarders,35,62.15,2215.45,63.29857142857142,3,No,0
CUST-00088,3,Loyal Low-Spend Long-Termers,48,20.65,1057.0,22.020833333333332,1,No,0
CUST-00089,3,Loyal Low-Spend Long-Termers,46,19.95,927.1,20.15434782608696,1,No,0
CUST-00090,1,New Low-Spend Basic Customers,29,33.75,1009.25,34.80172413793103,1,No,0
CUST-00091,2,High-Spend At-Risk Onboarders,30,82.05,2570.2,85.67333333333333,3,No,0
CUST-00092,2,High-Spend At-Risk Onboarders,1,74.7,74.7,74.7,2,No,0
CUST-00093,0,High-Value Long-Term Power Users,66,84.0,5714.25,86.57954545454545,7,No,0
CUST-00094,0,High-Value Long-Term Power Users,65,111.05,7107.0,109.33846153846154,7,No,0
CUST-00095,0,High-Value Long-Term Power Users,72,100.9,7459.05,103.59791666666666,6,No,0
CUST-00096,2,High-Spend At-Risk Onboarders,12,78.95,927.35,77.27916666666667,3,Yes,1
CUST-00097,0,High-Value Long-Term Power Users,71,66.85,4748.7,66.8830985915493,5,No,0
CUST-00098,1,New Low-Spend Basic Customers,5,21.05,113.85,22.77,1,Yes,1
CUST-00099,3,Loyal Low-Spend Long-Termers,52,21.0,1107.2,21.292307692307695,1,No,0
CUST-00100,2,High-Spend At-Risk Onboarders,25,98.5,2514.5,100.58,5,Yes,1
CUST-00101,1,New Low-Spend Basic Customers,1,20.2,20.2,20.2,1,No,0
CUST-00102,1,New Low-Spend Basic Customers,1,19.45,19.45,19.45,1,No,0
CUST-00103,0,High-Value Long-Term Power Users,38,95.0,3605.6,94.88421052631578,5,No,0
CUST-00104,3,Loyal Low-Spend Long-Termers,66,45.55,3027.25,45.86742424242424,3,No,0
CUST-00105,0,High-Value Long-Term Power Users,68,110.0,7611.85,111.93897058823529,7,Yes,1
CUST-00106,1,New Low-Spend Basic Customers,5,24.3,100.2,20.04,0,No,0
CUST-00107,0,High-Value Long-Term Power Users,72,104.15,7303.05,101.43125,6,No,0
CUST-00108,1,New Low-Spend Basic Customers,32,30.15,927.65,28.9890625,1,No,0
CUST-00109,0,High-Value Long-Term Power Users,43,94.35,3921.3,91.19302325581396,4,No,0
CUST-00110,3,Loyal Low-Spend Long-Termers,72,19.4,1363.25,18.93402777777778,1,No,0
CUST-00111,0,High-Value Long-Term Power Users,55,96.75,5238.9,95.25272727272727,5,Yes,1
CUST-00112,3,Loyal Low-Spend Long-Termers,52,57.95,3042.25,58.50480769230769,4,No,0
CUST-00113,0,High-Value Long-Term Power Users,43,91.65,3954.1,91.95581395348837,4,No,0
CUST-00114,2,High-Spend At-Risk Onboarders,37,76.5,2868.15,77.51756756756757,2,Yes,1
CUST-00115,3,Loyal Low-Spend Long-Termers,64,54.6,3423.5,53.4921875,4,No,0
CUST-00116,2,High-Spend At-Risk Onboarders,3,89.85,248.4,82.8,4,No,0
CUST-00117,3,Loyal Low-Spend Long-Termers,36,31.05,1126.35,31.287499999999998,1,No,0
CUST-00118,2,High-Spend At-Risk Onboarders,10,100.25,1064.65,106.465,5,Yes,1
CUST-00119,3,Loyal Low-Spend Long-Termers,41,20.65,835.15,20.36951219512195,1,No,0
CUST-00120,2,High-Spend At-Risk Onboarders,27,85.2,2151.6,79.68888888888888,4,No,0
CUST-00121,0,High-Value Long-Term Power Users,56,99.8,5515.45,98.49017857142857,5,No,0
CUST-00122,1,New Low-Spend Basic Customers,6,20.7,112.75,18.791666666666668,1,No,0
CUST-00123,2,High-Spend At-Risk Onboarders,3,74.4,229.55,76.51666666666667,2,Yes,1
CUST-00124,1,New Low-Spend Basic Customers,7,50.7,350.35,50.050000000000004,2,No,0
CUST-00125,1,New Low-Spend Basic Customers,4,20.85,62.9,15.725,1,No,0
CUST-00126,2,High-Spend At-Risk Onboarders,33,88.95,3027.65,91.7469696969697,4,No,0
CUST-00127,2,High-Spend At-Risk Onboarders,27,78.05,2135.5,79.0925925925926,3,Yes,1
CUST-00128,3,Loyal Low-Spend Long-Termers,72,23.55,1723.95,23.94375,2,No,0
CUST-00129,1,New Low-Spend Basic Customers,1,19.75,19.75,19.75,1,No,0
CUST-00130,3,Loyal Low-Spend Long-Termers,71,56.45,3985.35,56.131690140845066,4,No,0
CUST-00131,2,High-Spend At-Risk Onboarders,13,85.95,1215.65,93.51153846153846,3,No,0
CUST-00132,2,High-Spend At-Risk Onboarders,25,58.6,1502.65,60.106,5,Yes,1
CUST-00133,3,Loyal Low-Spend Long-Termers,67,50.55,3260.1,48.65820895522388,2,No,0
CUST-00134,1,New Low-Spend Basic Customers,1,35.45,35.45,35.45,1,Yes,1
CUST-00135,1,New Low-Spend Basic Customers,2,44.35,81.25,40.625,1,Yes,1
CUST-00136,3,Loyal Low-Spend Long-Termers,43,25.7,1188.2,27.632558139534886,2,No,0
CUST-00137,2,High-Spend At-Risk Onboarders,23,75.0,1778.5,77.32608695652173,2,No,0
CUST-00138,3,Loyal Low-Spend Long-Termers,64,20.2,1277.75,19.96484375,1,No,0
CUST-00139,3,Loyal Low-Spend Long-Termers,57,19.6,1170.55,20.5359649122807,1,No,0
CUST-00140,2,High-Spend At-Risk Onboarders,1,70.45,70.45,70.45,1,Yes,1
CUST-00141,0,High-Value Long-Term Power Users,72,88.05,6425.65,89.24513888888889,8,No,0
CUST-00142,2,High-Spend At-Risk Onboarders,8,71.15,563.65,70.45625,5,Yes,1
CUST-00143,0,High-Value Long-Term Power Users,61,101.05,5971.25,97.88934426229508,5,No,0
CUST-00144,0,High-Value Long-Term Power Users,64,84.3,5289.05,82.64140625,4,No,0
CUST-00145,3,Loyal Low-Spend Long-Termers,71,23.95,1756.2,24.735211267605635,2,No,0
CUST-00146,0,High-Value Long-Term Power Users,65,99.05,6416.7,98.71846153846154,6,No,0
CUST-00147,1,New Low-Spend Basic Customers,3,19.6,61.35,20.45,1,No,0
CUST-00148,1,New Low-Spend Basic Customers,1,45.65,45.65,45.65,1,Yes,1
CUST-00149,2,High-Spend At-Risk Onboarders,30,64.5,1929.95,64.33166666666666,4,No,0
CUST-00150,2,High-Spend At-Risk Onboarders,15,69.5,1071.4,71.42666666666668,5,No,0
CUST-00151,2,High-Spend At-Risk Onboarders,8,68.55,564.35,70.54375,4,No,0
CUST-00152,2,High-Spend At-Risk Onboarders,7,95.0,655.5,93.64285714285714,4,Yes,1
CUST-00153,0,High-Value Long-Term Power Users,70,108.15,7930.55,113.29357142857143,7,No,0
CUST-00154,0,High-Value Long-Term Power Users,62,86.1,5215.25,84.11693548387096,7,No,0
CUST-00155,1,New Low-Spend Basic Customers,6,19.7,113.5,18.916666666666668,1,No,0
CUST-00156,2,High-Spend At-Risk Onboarders,14,80.9,1152.8,82.34285714285714,2,No,0
CUST-00157,2,High-Spend At-Risk Onboarders,22,84.15,1821.95,82.81590909090909,3,No,0
CUST-00158,1,New Low-Spend Basic Customers,22,20.15,419.9,19.086363636363636,1,No,0
CUST-00159,2,High-Spend At-Risk Onboarders,16,64.25,1024.0,64.0,4,No,0
CUST-00160,1,New Low-Spend Basic Customers,10,25.7,251.6,25.16,2,No,0
CUST-00161,2,High-Spend At-Risk Onboarders,13,56.0,764.55,58.81153846153846,3,No,0
CUST-00162,2,High-Spend At-Risk Onboarders,20,82.4,1592.35,79.61749999999999,3,Yes,1
CUST-00163,2,High-Spend At-Risk Onboarders,2,69.7,135.2,67.6,1,No,0
CUST-00164,0,High-Value Long-Term Power Users,53,73.9,3958.25,74.68396226415095,6,No,0
CUST-00165,1,New Low-Spend Basic Customers,11,20.6,233.9,21.263636363636365,1,No,0
CUST-00166,3,Loyal Low-Spend Long-Termers,69,19.9,1363.45,19.76014492753623,1,No,0
CUST-00167,2,High-Spend At-Risk Onboarders,4,70.9,273.0,68.25,1,Yes,1
CUST-00168,0,High-Value Long-Term Power Users,72,89.05,6254.45,86.86736111111111,8,No,0
CUST-00169,3,Loyal Low-Spend Long-Termers,58,45.3,2651.2,45.710344827586205,3,Yes,1
CUST-00170,1,New Low-Spend Basic Customers,16,20.4,321.4,20.0875,1,No,0
CUST-00171,0,High-Value Long-Term Power Users,43,84.25,3539.25,82.30813953488372,4,No,0
CUST-00172,2,High-Spend At-Risk Onboarders,2,104.4,242.8,121.4,6,Yes,1
CUST-00173,2,High-Spend At-Risk Onboarders,14,81.95,1181.75,84.41071428571429,6,No,0
CUST-00174,0,High-Value Long-Term Power Users,53,94.85,5000.2,94.3433962264151,4,Yes,1
CUST-00175,1,New Low-Spend Basic Customers,32,20.55,654.55,20.4546875,1,No,0
CUST-00176,3,Loyal Low-Spend Long-Termers,34,24.7,780.2,22.947058823529414,2,No,0
CUST-00177,2,High-Spend At-Risk Onboarders,15,74.45,1145.7,76.38000000000001,2,Yes,1
CUST-00178,2,High-Spend At-Risk Onboarders,7,76.45,503.6,71.94285714285715,2,Yes,1
CUST-00179,2,High-Spend At-Risk Onboarders,15,105.35,1559.25,103.95,6,No,0
CUST-00180,3,Loyal Low-Spend Long-Termers,61,20.55,1252.0,20.524590163934427,1,No,0
CUST-00181,1,New Low-Spend Basic Customers,1,29.95,29.95,29.95,1,Yes,1
CUST-00182,1,New Low-Spend Basic Customers,1,45.3,45.3,45.3,1,No,0
CUST-00183,2,High-Spend At-Risk Onboarders,8,84.5,662.65,82.83125,3,Yes,1
CUST-00184,2,High-Spend At-Risk Onboarders,33,74.75,2453.3,74.34242424242424,5,No,0
CUST-00185,2,High-Spend At-Risk Onboarders,13,79.25,1111.65,85.51153846153846,3,Yes,1
CUST-00186,1,New Low-Spend Basic Customers,1,24.8,24.8,24.8,0,Yes,1
CUST-00187,1,New Low-Spend Basic Customers,20,51.8,1023.85,51.1925,2,No,0
CUST-00188,1,New Low-Spend Basic Customers,3,30.4,82.15,27.383333333333336,1,No,0
CUST-00189,1,New Low-Spend Basic Customers,13,19.65,244.8,18.83076923076923,1,No,0
CUST-00190,3,Loyal Low-Spend Long-Termers,40,56.6,2379.1,59.4775,3,No,0
CUST-00191,0,High-Value Long-Term Power Users,43,71.9,3173.35,73.79883720930232,5,No,0
CUST-00192,2,High-Spend At-Risk Onboarders,6,91.0,531.0,88.5,4,Yes,1
CUST-00193,3,Loyal Low-Spend Long-Termers,69,19.75,1375.4,19.933333333333334,1,No,0
CUST-00194,0,High-Value Long-Term Power Users,72,109.7,8129.3,112.90694444444445,7,No,0
CUST-00195,3,Loyal Low-Spend Long-Termers,59,19.3,1192.7,20.215254237288136,1,No,0
CUST-00196,2,High-Spend At-Risk Onboarders,20,96.55,1901.65,95.08250000000001,5,No,0
CUST-00197,1,New Low-Spend Basic Customers,24,24.1,587.4,24.474999999999998,2,No,0
CUST-00198,0,High-Value Long-Term Power Users,59,111.35,6519.75,110.5042372881356,7,No,0
CUST-00199,0,High-Value Long-Term Power Users,72,112.25,8041.65,111.68958333333333,7,No,0
CUST-00200,1,New Low-Spend Basic Customers,1,20.75,20.75,20.75,1,No,0
CUST-00201,2,High-Spend At-Risk Onboarders,27,101.9,2681.15,99.30185185185185,5,No,0
CUST-00202,2,High-Spend At-Risk Onboarders,14,80.05,1112.3,79.45,3,No,0
CUST-00203,0,High-Value Long-Term Power Users,71,105.55,7405.5,104.30281690140845,6,No,0
CUST-00204,2,High-Spend At-Risk Onboarders,13,78.3,1033.95,79.53461538461539,2,No,0
CUST-00205,2,High-Spend At-Risk Onboarders,44,68.85,2958.95,67.24886363636364,1,No,0
CUST-00206,2,High-Spend At-Risk Onboarders,33,79.95,2684.85,81.35909090909091,3,No,0
CUST-00207,0,High-Value Long-Term Power Users,72,55.45,4179.2,58.044444444444444,5,No,0
CUST-00208,2,High-Spend At-Risk Onboarders,1,79.9,79.9,79.9,2,Yes,1
CUST-00209,2,High-Spend At-Risk Onboarders,19,106.6,1934.45,101.81315789473685,6,Yes,1
CUST-00210,0,High-Value Long-Term Power Users,64,102.45,6654.1,103.9703125,6,No,0
CUST-00211,1,New Low-Spend Basic Customers,2,46.0,84.5,42.25,1,Yes,1
CUST-00212,1,New Low-Spend Basic Customers,1,25.25,25.25,25.25,0,No,0
CUST-00213,3,Loyal Low-Spend Long-Termers,61,19.75,1124.2,18.42950819672131,1,No,0
CUST-00214,1,New Low-Spend Basic Customers,29,20.0,540.05,18.622413793103448,1,No,0
CUST-00215,2,High-Spend At-Risk Onboarders,23,86.8,1975.85,85.90652173913043,3,No,0
CUST-00216,0,High-Value Long-Term Power Users,57,58.75,3437.45,60.30614035087719,5,No,0
CUST-00217,3,Loyal Low-Spend Long-Termers,72,45.25,3139.8,43.608333333333334,4,No,0
CUST-00218,0,High-Value Long-Term Power Users,66,56.6,3789.2,57.41212121212121,5,No,0
CUST-00219,0,High-Value Long-Term Power Users,65,84.2,5324.5,81.91538461538461,7,No,0
CUST-00220,2,High-Spend At-Risk Onboarders,8,80.0,624.6,78.075,2,No,0
CUST-00221,2,High-Spend At-Risk Onboarders,4,70.15,268.35,67.0875,1,Yes,1
CUST-00222,3,Loyal Low-Spend Long-Termers,71,24.75,1836.9,25.871830985915494,2,No,0
CUST-00223,1,New Low-Spend Basic Customers,1,20.2,20.2,20.2,1,No,0
CUST-00224,1,New Low-Spend Basic Customers,4,50.05,179.35,44.8375,2,Yes,1
CUST-00225,1,New Low-Spend Basic Customers,12,19.35,219.35,18.279166666666665,1,No,0
CUST-00226,2,High-Spend At-Risk Onboarders,24,50.6,1288.75,53.697916666666664,3,No,0
CUST-00227,2,High-Spend At-Risk Onboarders,31,81.15,2545.75,82.12096774193549,6,No,0
CUST-00228,1,New Low-Spend Basic Customers,1,55.2,55.2,55.2,2,Yes,1
CUST-00229,2,High-Spend At-Risk Onboarders,30,89.9,2723.15,90.77166666666668,4,No,0
CUST-00230,0,High-Value Long-Term Power Users,47,85.3,4107.25,87.38829787234043,7,No,0
CUST-00231,0,High-Value Long-Term Power Users,54,108.0,5760.65,106.6787037037037,7,No,0
CUST-00232,0,High-Value Long-Term Power Users,50,93.5,4747.5,94.95,5,No,0
CUST-00233,2,High-Spend At-Risk Onboarders,1,84.6,84.6,84.6,3,Yes,1
CUST-00234,3,Loyal Low-Spend Long-Termers,72,20.25,1566.9,21.762500000000003,1,No,0
CUST-00235,1,New Low-Spend Basic Customers,29,25.15,702.0,24.20689655172414,2,No,0
CUST-00236,2,High-Spend At-Risk Onboarders,2,54.4,114.1,57.05,3,Yes,1
CUST-00237,1,New Low-Spend Basic Customers,10,29.6,299.05,29.905,1,No,0
CUST-00238,2,High-Spend At-Risk Onboarders,18,73.15,1305.95,72.55277777777778,2,No,0
CUST-00239,2,High-Spend At-Risk Onboarders,11,95.0,1120.3,101.84545454545454,4,Yes,1
CUST-00240,1,New Low-Spend Basic Customers,16,19.75,284.35,17.771875,1,No,0
CUST-00241,0,High-Value Long-Term Power Users,72,86.6,6350.5,88.20138888888889,7,No,0
CUST-00242,0,High-Value Long-Term Power Users,72,109.2,7878.3,109.42083333333333,7,No,0
CUST-00243,0,High-Value Long-Term Power Users,41,74.7,3187.65,77.74756097560976,5,No,0
CUST-00244,0,High-Value Long-Term Power Users,65,94.4,6126.15,94.24846153846153,5,No,0
CUST-00245,2,High-Spend At-Risk Onboarders,13,54.8,731.3,56.25384615384615,3,No,0
CUST-00246,2,High-Spend At-Risk Onboarders,4,75.35,273.4,68.35,2,No,0
CUST-00247,2,High-Spend At-Risk Onboarders,41,65.0,2531.8,61.75121951219513,4,No,0
CUST-00248,2,High-Spend At-Risk Onboarders,15,74.4,1074.3,71.61999999999999,2,Yes,1
CUST-00249,1,New Low-Spend Basic Customers,1,48.55,48.55,48.55,2,Yes,1
CUST-00250,0,High-Value Long-Term Power Users,42,99.0,4298.45,102.34404761904761,6,No,0
CUST-00251,0,High-Value Long-Term Power Users,51,93.5,4619.55,90.57941176470588,5,No,0
CUST-00252,2,High-Spend At-Risk Onboarders,2,70.4,147.15,73.575,1,Yes,1
CUST-00253,1,New Low-Spend Basic Customers,1,40.2,40.2,40.2,2,Yes,1
CUST-00254,0,High-Value Long-Term Power Users,32,83.7,2633.3,82.290625,7,No,0
CUST-00255,1,New Low-Spend Basic Customers,10,19.85,193.05,19.305,1,No,0
CUST-00256,0,High-Value Long-Term Power Users,67,59.55,4103.9,61.252238805970144,5,No,0
CUST-00257,0,High-Value Long-Term Power Users,61,115.1,7008.15,114.88770491803278,8,No,0
CUST-00258,0,High-Value Long-Term Power Users,50,114.35,5791.1,115.822,8,No,0
CUST-00259,1,New Low-Spend Basic Customers,2,44.6,80.55,40.275,1,Yes,1
CUST-00260,3,Loyal Low-Spend Long-Termers,29,45.0,1228.65,42.36724137931035,3,No,0
CUST-00261,1,New Low-Spend Basic Customers,3,41.15,132.2,44.06666666666666,2,Yes,1
CUST-00262,2,High-Spend At-Risk Onboarders,13,106.9,1364.3,104.94615384615385,6,Yes,1
CUST-00263,0,High-Value Long-Term Power Users,57,89.85,4925.35,86.40964912280702,4,No,0
CUST-00264,2,High-Spend At-Risk Onboarders,31,49.85,1520.1,49.03548387096774,4,No,0
CUST-00265,0,High-Value Long-Term Power Users,45,113.3,5032.25,111.82777777777778,8,No,0
CUST-00266,0,High-Value Long-Term Power Users,61,88.1,5526.75,90.60245901639344,8,No,0
CUST-00267,3,Loyal Low-Spend Long-Termers,50,24.9,1195.25,23.905,2,No,0
CUST-00268,2,High-Spend At-Risk Onboarders,19,105.0,2007.25,105.64473684210526,6,No,0
CUST-00269,3,Loyal Low-Spend Long-Termers,59,19.35,1099.6,18.63728813559322,1,Yes,1
CUST-00270,3,Loyal Low-Spend Long-Termers,71,24.25,1732.95,24.40774647887324,2,No,0
CUST-00271,2,High-Spend At-Risk Onboarders,16,94.45,1511.2,94.45,4,Yes,1
CUST-00272,3,Loyal Low-Spend Long-Termers,57,59.75,3450.15,60.52894736842106,4,No,0
CUST-00273,1,New Low-Spend Basic Customers,1,24.8,24.8,24.8,0,Yes,1
CUST-00274,2,High-Spend At-Risk Onboarders,20,107.05,2172.05,108.6025,6,No,0
CUST-00275,2,High-Spend At-Risk Onboarders,1,70.6,70.6,70.6,1,Yes,1
CUST-00276,2,High-Spend At-Risk Onboarders,5,85.4,401.1,80.22,4,Yes,1
CUST-00277,0,High-Value Long-Term Power Users,52,105.05,5624.85,108.17019230769232,6,Yes,1
CUST-00278,2,High-Spend At-Risk Onboarders,21,64.95,1339.8,63.8,4,No,0
CUST-00279,2,High-Spend At-Risk Onboarders,14,55.0,771.95,55.13928571428572,4,No,0
CUST-00280,1,New Low-Spend Basic Customers,5,50.55,244.75,48.95,2,No,0
CUST-00281,2,High-Spend At-Risk Onboarders,6,55.15,322.9,53.81666666666666,3,No,0
CUST-00282,1,New Low-Spend Basic Customers,10,51.2,498.25,49.825,2,No,0
CUST-00283,1,New Low-Spend Basic Customers,1,25.4,25.4,25.4,2,No,0
CUST-00284,3,Loyal Low-Spend Long-Termers,68,54.45,3687.75,54.231617647058826,3,No,0
CUST-00285,2,High-Spend At-Risk Onboarders,18,95.15,1779.95,98.88611111111112,4,Yes,1
CUST-00286,2,High-Spend At-Risk Onboarders,22,76.0,1783.6,81.07272727272726,2,No,0
CUST-00287,1,New Low-Spend Basic Customers,20,44.35,927.15,46.3575,1,No,0
CUST-00288,2,High-Spend At-Risk Onboarders,1,70.0,70.0,70.0,1,Yes,1
